@RELATION <ISCXFlowMeter-generated-flows>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE duration NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowPktsPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowBytesPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE class1 {BROWSING,CHAT,STREAMING,MAIL,VOIP,P2P,FT},,,,,,,,,,,,,,,,,
@DATA,,,,,,,,,,,,,,,,,,,,,,,
113687509,113687476,12114959,7,0,101572528,405550,67072.2572271387,1589.2639380821,81.9791029109,93774.7699265713,0,101572528,12199.5395428694,1052198.86592543,113687509,114000000,113687509,0,101572528,102000000,101572528,0,BROWSING
14990489,14990460,14958265,3,0,413646,441582,7182.7791087686,1964.8318665441,647.2103745248,711479.992413857,0,413646,1545.2519327904,9850.4961764782,-1,0,-1,0,-1,0,-1,0,BROWSING
14987752,14987752,14960035,8,0,454051,479190,9263.1347342398,1981.9866189719,611.6994730097,704063.824915171,0,454051,1634.9680375259,13272.573588777,-1,0,-1,0,-1,0,-1,0,BROWSING
14998245,14998200,14998224,7,0,522424,549252,9732.7709279689,2265.5927492447,544.2636788504,617448.241444249,0,522424,1837.5698358246,15758.1359232455,-1,0,-1,0,-1,0,-1,0,BROWSING
14994863,14994804,14994831,7,0,533375,533376,8815.2874779542,2307.2520387752,546.9873249259,607123.652947013,0,533341,1828.4188513596,11567.7540207801,-1,0,-1,0,-1,0,-1,0,BROWSING
14998115,14998076,14998105,7,0,530197,557878,9841.2572178478,2327.8139065653,531.3334375687,600817.769433025,0,530197,1882.2935491968,15267.6311926044,-1,0,-1,0,-1,0,-1,0,BROWSING
993347,993347,971309,3,4,28622,28338,506.2930682977,456.0136150235,4121.4198059691,9046567.8156777,1,28324,242.6941118984,1869.1285624846,-1,0,-1,0,-1,0,-1,0,BROWSING
14997953,14997908,14997942,8,0,655625,692620,10343.3848275862,2379.1151649746,517.1372386618,587915.497534897,0,655625,1933.9720180529,17796.8508751178,-1,0,-1,0,-1,0,-1,0,BROWSING
2848154,2842456,2824548,5,0,276401,276417,823.9002898551,451.8553831387,3406.7680329083,3116723.32324727,0,276350,293.563595135,4089.8226481344,-1,0,-1,0,-1,0,-1,0,BROWSING
14982790,14782752,14982770,7,0,664286,693185,10166.954607978,2411.1313163824,511.9206769901,580138.812597654,0,664286,1953.6823575434,16797.7108525513,-1,0,-1,0,-1,0,-1,0,BROWSING
14980777,14980723,14951623,11,0,908287,708568,8369.1189944134,2474.2053615754,523.0035798544,565477.878750882,0,708552,1912.2768700536,15476.7260143335,-1,0,-1,0,-1,0,-1,0,BROWSING
13769034,13769001,13767665,7,0,819852,819602,10313.8584269663,2289.6499251622,533.806511045,610699.341725788,0,819581,1873.5928697782,20277.8321199835,-1,0,-1,0,-1,0,-1,0,BROWSING
14794840,14794810,14794807,10,0,591031,681691,8532.1856978085,2596.9469896437,502.4048925166,539856.733834229,0,591031,1990.6942949408,15949.5776864231,-1,0,-1,0,-1,0,-1,0,BROWSING
14996650,14996605,14996626,7,0,621756,653064,12581.0444630872,2677.4908052134,453.1011925997,522157.415156052,0,621756,2207.337356491,16614.258486911,-1,0,-1,0,-1,0,-1,0,BROWSING
14401864,14401412,14379655,6,0,3374489,3399087,11586.0112630732,2680.7708799404,458.8989314161,520992.977020197,0,3374489,2179.4588377724,43961.7551818402,14129077,14100000,14129077,0,3374489,3374489,3374489,0,BROWSING
14992388,14992388,14963530,6,0,715257,744430,13458.157989228,2800.5858132136,430.8186260921,498191.34883649,0,715257,2321.521833385,20693.8377395982,-1,0,-1,0,-1,0,-1,0,BROWSING
14982113,14982043,14982086,7,0,681353,712869,13923.8317843866,2823.0800829094,426.1748659885,495061.611135893,0,681353,2346.8222117795,21515.3234926773,-1,0,-1,0,-1,0,-1,0,BROWSING
14990294,14990214,14990277,7,0,609813,639028,12900.3562822719,2829.4218573047,431.0789368107,494301.779538147,0,609813,2320.1197956973,18730.0122230826,-1,0,-1,0,-1,0,-1,0,BROWSING
5783951,5783728,5761016,5,0,274062,274048,4027.6657381616,1091.9287338893,1160.7982156142,1278356.26546629,0,274038,861.6044987338,6416.8094267092,-1,0,-1,0,-1,0,-1,0,BROWSING
14980802,14980746,14980768,7,0,1799762,1825881,14995.7417417417,3002.7596712768,399.8450817253,465307.13108684,0,1799762,2501.3862080481,29616.6767714197,1906851,1906851,1906851,0,1799762,1799762,1799762,0,BROWSING
14979822,14979760,14979773,4,0,668229,694389,16264.6688382193,3094.3550919232,384.7842784781,451676.728869008,0,668229,2599.3097345133,19906.7850041516,-1,0,-1,0,-1,0,-1,0,BROWSING
14990884,14990858,14819167,4,4,338708,254779,6341.3104906937,3805.6412429379,417.5871149427,448301.581147583,0,225964,2395.0925067902,11050.8573639414,-1,0,-1,0,-1,0,-1,0,BROWSING
14931183,14931183,14898766,7,0,719610,757561,14247.3120229008,3455.9884017629,359.0472369135,403872.285270363,0,719610,2785.6684701493,27858.5408094115,-1,0,-1,0,-1,0,-1,0,BROWSING
14982349,14982329,14982320,7,0,773597,826405,12485.2741666667,3485.0709467318,367.1653890855,401890.184242805,0,773597,2724.0634545455,23766.9994280368,-1,0,-1,0,-1,0,-1,0,BROWSING
14590803,14590756,14590750,7,0,685575,711028,14360.9803149606,3717.3885350319,338.7750489127,375756.289766917,0,685575,2952.408539053,17376.8673050237,-1,0,-1,0,-1,0,-1,0,BROWSING
14980429,14980333,14980418,7,0,777586,811180,14529.9059165858,3912.3577957691,324.5567934002,357899.162967896,0,777586,3081.7586916272,27621.9100128319,-1,0,-1,0,-1,0,-1,0,BROWSING
1037140,1029427,1015379,5,0,50972,50970,722.4049122807,298.027296742,4660.8943826292,4637725.86150375,0,50943,214.5954893441,1762.2010029593,-1,0,-1,0,-1,0,-1,0,BROWSING
14995708,14995708,14943476,7,0,708717,838961,20655.2451790634,4395.14,275.278766431,316873.934861895,0,708717,3633.5614247638,29350.9694946703,-1,0,-1,0,-1,0,-1,0,BROWSING
877333,877308,852559,5,0,112811,112797,497.0583569405,261.2006740196,5734.424671134,5275495.16546169,0,112770,174.4200795229,2022.3590429748,-1,0,-1,0,-1,0,-1,0,BROWSING
14991520,14991520,14968852,5,0,7140191,7364626,20735.1590594744,4673.3849516079,262.0147923626,298292.234543262,0,7140191,3817.5502928444,117383.543607915,3440026,5681338,7922650,3169693.82790941,1015521,4077856,7140191,4330795.6895297,BROWSING
14693425,14693385,14693318,7,0,701114,915937,17471.3258026159,4604.6123472266,274.5445667025,303001.716754263,0,701114,3643.2990329779,32805.9922937951,-1,0,-1,0,-1,0,-1,0,BROWSING
1047108,1047082,1022958,6,0,25107,24285,1392.3962765958,325.9904397706,3716.9040824824,4197339.72044909,0,24271,269.1102544333,1372.4311456454,-1,0,-1,0,-1,0,-1,0,BROWSING
14981237,14981237,14952762,7,0,968651,719621,21586.7968299712,4839.0815533981,252.7161141633,288480.851080588,0,719594,3958.0546895641,30259.9406903269,-1,0,-1,0,-1,0,-1,0,BROWSING
14671855,14671855,14641849,7,0,912990,763259,18714.1007653061,4780.2314724127,262.339015755,291952.244620738,0,735154,3812.8521309771,36053.853725252,-1,0,-1,0,-1,0,-1,0,BROWSING
14819365,14819365,14790022,7,0,724527,1046523,24254.2798690671,4882.8068669528,245.759518036,285560.751084814,0,724527,4070.1359516616,34745.661204337,-1,0,-1,0,-1,0,-1,0,BROWSING
14278368,14278278,14278344,7,0,782233,811024,18028.1287878788,4716.9950445986,267.6076145397,296446.2044962,0,782233,3737.7926701571,30030.7433167981,-1,0,-1,0,-1,0,-1,0,BROWSING
884206,883881,860422,4,0,76932,77009,1014.7887485649,290.781345049,4333.8317089004,4692979.91644481,0,76900,230.8029235187,1705.9389931522,-1,0,-1,0,-1,0,-1,0,BROWSING
14920745,14628360,14896050,7,0,722451,751455,17774.4349939247,5217.530647986,246.6364782724,267727.650328452,0,722451,4055.6523511824,35174.7925103567,-1,0,-1,0,-1,0,-1,0,BROWSING
14950363,14950292,14950336,7,0,775850,1087176,26413.9434628975,5518.765596161,219.1920022276,253248.165278662,0,775850,4563.6028693529,30104.8963091324,-1,0,-1,0,-1,0,-1,0,BROWSING
14604306,14604306,14576397,7,0,775948,807935,25354.6979166667,5438.9541044776,223.0848901687,256536.668021062,0,775948,4483.9748234572,40079.0542569525,-1,0,-1,0,-1,0,-1,0,BROWSING
14698923,14698923,14674878,7,0,795451,820398,23443.2583732057,5972.6813186813,209.9473546463,232235.72230428,0,795451,4764.6427876823,44825.276601763,-1,0,-1,0,-1,0,-1,0,BROWSING
12156024,12156024,12112645,5,5,2369451,2542432,9579.2151300236,6179.9209183674,265.7941445328,293416.74547533,1,2369451,3763.4749226006,55900.2169505906,2548643,3994996.66666667,6340782,2049832.32023545,1044783,1698411.66666667,2369451,662505.604535413,BROWSING
14692376,14692376,14660687,7,0,792977,819755,20044.1691678035,6212.1555084746,210.6534708886,224247.800355776,0,792977,4748.6670976083,39360.4084504271,-1,0,-1,0,-1,0,-1,0,BROWSING
14918672,14918672,14787413,4,2,4969835,4965514,12278.7423868313,7442.0800201309,214.7644240721,227363.400710197,0,4836057,4657.7183890103,95153.3151785384,3282438,7459296,11636154,5906969.23170648,2130518,3483287.5,4836057,1913104.97366441,BROWSING
14982276,14982196,14153263,7,0,845554,876038,29434.5697445973,6232.1721708499,185.6860733309,211880.691558479,0,845554,5387.3700107875,42773.4139251975,-1,0,-1,0,-1,0,-1,0,BROWSING
14574787,14574706,14574761,7,0,850675,879043,32974.4479638009,6483.4346085409,184.7025277282,215298.926838519,0,850675,5416.1230026013,50607.8277077335,-1,0,-1,0,-1,0,-1,0,BROWSING
9718316,9718316,9696966,10,0,667896,700794,13204.2336956522,4491.4154701251,298.0969130866,311443.566971891,0,667896,3355.7720994475,27687.2158469632,-1,0,-1,0,-1,0,-1,0,BROWSING
14978611,14978611,14952730,8,0,754397,781097,23079.5238828968,6948.2946096654,187.1335065715,199966.872762768,0,754397,5345.6855817273,33761.715010341,-1,0,-1,0,-1,0,-1,0,BROWSING
14404438,14404438,14368465,7,0,837920,866900,24087.6889632107,6752.0982142857,189.3860767077,206816.121531434,0,837920,5282.1554822149,45911.272258375,-1,0,-1,0,-1,0,-1,0,BROWSING
5613555,5613498,5611718,8,0,534960,562095,12310.3026315789,2927.3437663015,423.0830552119,477851.735664833,0,534960,2364.5977253581,19981.5112457824,-1,0,-1,0,-1,0,-1,0,BROWSING
411092,411076,389355,1,0,27752,24629,825.453815261,231.0712166172,5315.1119457445,5743174.27729073,0,24629,188.2289377289,1221.1757767999,-1,0,-1,0,-1,0,-1,0,BROWSING
12862339,12729329,12862339,6,3,2988391,2817282,14159.4315906563,9148.1785206259,179.360845644,191673.924936981,2,2817282,5577.7705984389,66641.8077094341,3298448,3298448,3298448,0,2817282,2817282,2817282,0,BROWSING
14973944,14973871,14970900,9,7,618641,480002,15516.9647668394,10951.6459400146,155.8707578979,172031.162932091,2,480002,6418.3214744964,19881.6759818075,-1,0,-1,0,-1,0,-1,0,BROWSING
14925836,14925788,14925768,7,0,871292,899044,45925.5015384615,9311.1466001248,129.3059899626,149759.450659916,0,871292,7737.6029030586,65401.8591242569,-1,0,-1,0,-1,0,-1,0,BROWSING
14990171,14952164,14990171,6,3,1522390,1631207,17245.8638985006,11161.7058823529,147.5633600177,154409.579450428,0,1522390,6779.8150158299,46240.6254629583,10763250,10800000,10763250,0,1522390,1522390,1522390,0,BROWSING
14910300,14910300,14908446,7,6,588260,624874,17020.8904109589,11610.9392523365,145.0004359403,151884.200854443,1,588183,6899.7223507635,23675.8578158217,-1,0,-1,0,-1,0,-1,0,BROWSING
646234,644260,623687,21,0,30150,29985,2078.2580645161,471.7753403933,2528.4958699171,2859959.39551308,0,25812,395.7342314758,2043.7050150438,-1,0,-1,0,-1,0,-1,0,BROWSING
648504,647697,622223,10,0,41943,30549,1882.8401162791,491.0994475138,2487.2629929808,2732149.68604666,0,30534,402.2977667494,2298.9455313732,-1,0,-1,0,-1,0,-1,0,BROWSING
424284,424264,391864,4,0,37181,30386,1107.7389033943,311.0031746032,3877.1200422359,4160284.14929623,0,32420,258.0802919708,1830.8696420047,-1,0,-1,0,-1,0,-1,0,BROWSING
14973002,14959347,14973002,5,4,6735172,6734903,23085.412037037,14665.0362389814,111.6008666799,120324.568179447,0,6603093,8965.8694610779,165623.170909457,2650978,5814549,8978120,4473965.0137301,1125937,3864515,6603093,3872934.14921646,BROWSING
14890911,14890911,14757278,7,6,323781,250934,21181.9502133713,14383.3118908382,116.2454063422,122629.972068197,2,212946,8607.4630057804,20751.1321192846,-1,0,-1,0,-1,0,-1,0,BROWSING
567691,566145,542475,7,0,32330,28618,1513.756684492,464.8457583548,2718.0279412568,2884430.08608556,0,28608,368.1523994812,1958.7941648534,-1,0,-1,0,-1,0,-1,0,BROWSING
312595,312562,289605,6,0,28524,24499,816.088772846,251.3932291667,4916.9052608007,5169769.19016619,0,23988,203.5123697917,1568.7996379657,-1,0,-1,0,-1,0,-1,0,BROWSING
13060395,13060376,13033612,7,0,12273322,12500948,41593.5541401274,11412.9702276708,111.6352147083,122282.059616114,0,12273322,8963.8949897049,321574.364652723,12535185,12500000,12535185,0,12273322,12300000,12273322,0,BROWSING
971584,905980,946319,3,0,72913,65575,2941.4935064935,828.6506129597,1494.4667676701,1519701.84770437,0,65575,669.5961405927,3762.5281306625,-1,0,-1,0,-1,0,-1,0,BROWSING
620749,592410,591719,6,0,105171,106879,1159.3150684932,605.6489252815,2400.3260577142,2231728.12199456,0,79249,416.8898589657,3365.369860457,-1,0,-1,0,-1,0,-1,0,BROWSING
14994868,14994868,14861554,12,5,1700215,1697960,24263.5404530744,17755.7395459976,97.1665772583,100534.529547042,2,1567223,10298.6730769231,58408.7561905055,11563634,11600000,11563634,0,1567223,1567223,1567223,0,BROWSING
683906,681047,659949,6,0,271009,270992,2467.5615942029,693.952681388,1797.0305860747,1948994.45245399,0,270983,556.9267100977,7947.6400289438,-1,0,-1,0,-1,0,-1,0,BROWSING
14953391,14953391,14822882,3,2,1918690,1880857,26466.1787610619,17945.3777239709,93.1561275967,98358.8939792987,2,1751316,10742.378591954,53989.6065010381,8203589,8203589,8203589,0,1751316,1751316,1751316,0,BROWSING
406509,406182,383375,26,0,31915,23137,1889.2186046512,414.4594594595,2809.2858952692,3176357.71901729,0,23134,356.2743207713,1738.4221703102,-1,0,-1,0,-1,0,-1,0,BROWSING
374210,374157,351550,6,0,25774,24537,799.4807692308,391.9175027871,3653.0290478608,3387600.54514845,0,24290,273.9458272328,2015.9550595664,-1,0,-1,0,-1,0,-1,0,BROWSING
14977955,14940990,14889519,2,2,4460782,4460813,27214.9180327869,18427.6225247525,90.7333477768,93250.3135441387,2,4460735,11029.4219440353,125595.660029496,14353859,14400000,14353859,0,4460735,4460735,4460735,0,BROWSING
2976854,2975551,2950055,6,0,2484510,2509831,6023.3825910931,3322.134009009,464.9203487978,421553.761118281,0,2484510,2152.4613159798,66958.2172171727,2769484,2769484,2769484,0,2484510,2484510,2484510,0,BROWSING
650734,650712,628572,6,0,220012,244014,1908.2463343109,715.0989761092,1877.8794407546,1900621.45208334,0,218033,532.9516789517,6656.0511620204,-1,0,-1,0,-1,0,-1,0,BROWSING
4637216,4636982,4614213,9,0,2168310,2393420,36801.4444444444,5285.4673539519,215.8622759863,261614.511810535,0,2168310,4637.216,92059.8499955847,2216912,2305450.5,2393989,125212.347488177,1933910,2051110,2168310,165745.82950711,BROWSING
14733681,14733681,14602718,4,2,1699576,1695014,27386.0241635688,19894.7111716621,86.4685478123,95162.4376827488,1,1565225,11573.983503535,52966.3052620822,2716695,2716695,2716695,0,1565225,1565225,1565225,0,BROWSING
329142,328755,302253,6,0,31163,26806,1204.2307692308,350.6415313225,3454.4360792606,3667082.9003895,0,26889,289.7376760563,1984.6927250998,-1,0,-1,0,-1,0,-1,0,BROWSING
172970,172970,151366,4,5,26745,22459,622.1942446043,527.4076655052,3278.0250910563,6940041.62571544,2,22255,305.6007067138,2232.8644315064,-1,0,-1,0,-1,0,-1,0,BROWSING
359873,359825,333766,1,0,34446,29873,1266.9894366197,395.9264531435,3137.2178518533,3292967.24122121,0,29510,319.0363475177,1940.6951353215,-1,0,-1,0,-1,0,-1,0,BROWSING
1333367,1321799,1308625,6,0,693293,923065,4895.5518518519,1559.7437425507,833.2289609687,882048.978263299,0,693293,1201.2315315315,21758.8201222668,-1,0,-1,0,-1,0,-1,0,BROWSING
465675,464131,443031,26,0,27300,47004,2550.1703296703,533.7722891566,2177.4842969883,2490440.7580394,0,23841,459.6989141165,2267.0062492545,-1,0,-1,0,-1,0,-1,0,BROWSING
15246577,15246577,5220466,3,3,10000812,3692990,67165.5374449339,20881.864,31.4168878693,74715.7870255074,0,10000812,31896.6046025105,487194.606895329,3921743,7623288.5,11324834,5234775.847841,3665072,6832942,10000812,4480044.71783475,BROWSING
2726845,2725185,2696618,21,0,2055080,2279736,11848.6304347826,3417.7667934094,374.4253890485,404494.204841126,0,2055080,2673.3774509804,64677.3983577909,2318307,2318307,2318307,0,2055080,2055080,2055080,0,BROWSING
310445,310445,261958,16,3,33829,35209,1338.125,687.5538057743,1981.027235098,3516539.1615262,2,28287,505.6107491857,2791.3527464162,-1,0,-1,0,-1,0,-1,0,BROWSING
14970146,14970146,14841128,11,19,393762,352152,28460.3536121673,20001.5202156334,84.8355119583,80915.9777065635,0,219407,11796.80535855,29029.1741357396,-1,0,-1,0,-1,0,-1,0,BROWSING
10719439,10520723,10589383,4,1,1926304,1933405,24185.5701149425,15236.5223021583,105.602541327,105665.51104027,1,1803075,9477.8417329797,60824.009223679,3092223,3092223,3092223,0,1803075,1803075,1803075,0,BROWSING
343769,341792,314027,25,0,38917,30003,1505.691629956,437.3635097493,2754.7568279862,2921319.2579901,0,29859,363.3921775899,1859.5868069533,-1,0,-1,0,-1,0,-1,0,BROWSING
1771216,1706475,1746139,11,8,522437,522689,4753.4122562674,2508.8204022989,596.7651602063,530296.135536264,4,497339,1677.2878787879,19339.9193384195,-1,0,-1,0,-1,0,-1,0,BROWSING
379732,355617,356226,6,0,33361,33325,830.8808411215,552.288372093,2830.9439288762,2420873.14211075,0,33306,353.5679702048,2681.5183824735,-1,0,-1,0,-1,0,-1,0,BROWSING
2397659,2332670,2371638,3,1,1208113,1189193,8482.4363636364,7365.3354037267,249.8270187712,373999.388570268,0,1163721,4009.4632107023,53406.1437482912,1498302,1498302,1498302,0,1163721,1163721,1163721,0,BROWSING
2214502,2212519,2188115,7,0,790484,1026009,10387.4131455399,3563.7052117264,374.3505311804,386316.652683086,0,790484,2674.5193236715,39362.825612872,-1,0,-1,0,-1,0,-1,0,BROWSING
6847484,6847469,6824429,7,0,6341332,6567336,28531.1208333333,11224.3898026316,124.1331852692,124532.602047701,0,6341332,8065.3521790342,217736.893687723,6593432,6593432,6593432,0,6341332,6341332,6341332,0,BROWSING
345143,345119,312260,9,0,52762,45751,1806.9057591623,516.132231405,2312.0851357264,2450569.76383702,0,45186,433.0526976161,2693.2819816437,-1,0,-1,0,-1,0,-1,0,BROWSING
5195646,5128395,5169929,8,2,4112036,4115859,20679.0120967742,17233.0966666667,105.857866375,161191.890286598,1,4086530,9463.8360655738,176746.101541311,4190802,4190802,4190802,0,4086530,4086530,4086530,0,BROWSING
371422,371341,344868,6,0,35249,34003,1614.5260869565,594.6,2186.1925249447,2191784.54695737,0,34003,457.98027127,2625.4415413916,-1,0,-1,0,-1,0,-1,0,BROWSING
14992076,14992035,14992063,4,3,7989568,7996126,42591.0085227273,30286.995959596,56.6299156968,60135.9678272709,3,7858907,17679.3349056604,271337.78542862,11035091,11000000,11035091,0,7858907,7858907,7858907,0,BROWSING
14228186,14228149,14188888,2,3,1890953,2081469,35218.1905940594,25024.4938271605,68.3853865841,64374.6152882736,1,1890953,14638.0514403292,83962.641668648,3042255,6926791.5,10811328,5493564.20183322,1604772,1747862.5,1890953,202360.525744277,BROWSING
14531928,14531789,14531860,8,6,5107394,5243168,37165.7007672634,28217.2038834951,62.4831061646,61004.4998846677,2,5107394,16021.9713340684,171429.246908161,6112334,6112334,6112334,0,5107394,5107394,5107394,0,BROWSING
14925338,14886628,14925338,11,2,9416497,9381362,46375.7881619938,32875.1938325991,52.0591225472,57543.1524565809,2,9249677,19233.6829896907,332446.792326306,10498865,10500000,10498865,0,9249677,9249677,9249677,0,BROWSING
11307328,11097659,11167185,3,4,1867624,1996280,31527.4403409091,22469.185110664,75.2609281344,74801.0493725839,3,1867624,13302.7388235294,72020.4989645074,10023715,10000000,10023715,0,1867624,1867624,1867624,0,BROWSING
263032,262644,240804,19,0,30296,23551,1554.1065088757,493.4508196721,2505.398582682,2599136.22677089,0,23378,399.7446808511,2004.5118757771,-1,0,-1,0,-1,0,-1,0,BROWSING
4279648,4278723,1260028,8,0,2996681,956834,59426.7083333333,2686.6268656717,126.8795938358,151976.050366759,0,2996681,7896.0295202952,131977.999696559,2996681,2996681,2996681,0,2996681,2996681,2996681,0,BROWSING
220854,215660,198944,7,0,26484,25167,902.3430962343,441.1175166297,3133.2916768544,2875836.52548743,0,24452,319.6150506512,1955.5484840163,-1,0,-1,0,-1,0,-1,0,BROWSING
